Clustered_Proximal_,GC_Proximal_,CO_Proximal_,Random_Clustered_Proximal_,Chromosome_,Region_min,Region_max,Region_count,Sample_Name,Percent_Parental_SNPs,Cluster_ID_
True,True,False,False,ref|NC_001134|,538587,541313,3,JMT49_CK,99.82626321123497,1
False,False,False,False,ref|NC_001136|,211020,222357,6,JMT49_CK,99.82626321123497,2
True,True,False,False,ref|NC_001137|,351002,352311,6,JMT49_CK,99.82626321123497,3
False,False,False,False,ref|NC_001139|,609392,609895,3,JMT49_CK,99.82626321123497,4
True,False,True,False,ref|NC_001139|,797292,799686,3,JMT49_CK,99.82626321123497,5
False,False,False,False,ref|NC_001140|,236503,236556,3,JMT49_CK,99.82626321123497,6
False,False,False,False,ref|NC_001142|,359640,361581,4,JMT49_CK,99.82626321123497,7
True,True,False,False,ref|NC_001144|,532437,539268,5,JMT49_CK,99.82626321123497,8
True,False,True,False,ref|NC_001144|,645443,648221,3,JMT49_CK,99.82626321123497,9
True,False,True,False,ref|NC_001144|,740395,744597,5,JMT49_CK,99.82626321123497,10
True,True,False,True,ref|NC_001146|,198815,201650,3,JMT49_CK,99.82626321123497,11
True,False,True,False,ref|NC_001147|,244443,254210,4,JMT49_CK,99.82626321123497,12
False,False,False,False,ref|NC_001134|,27282,38900,4,JMT50_CK,99.7911021944611,13
True,True,True,False,ref|NC_001136|,1497148,1498054,4,JMT50_CK,99.7911021944611,14
True,False,True,False,ref|NC_001139|,385163,387491,4,JMT50_CK,99.7911021944611,15
True,False,True,False,ref|NC_001139|,875081,878829,3,JMT50_CK,99.7911021944611,16
True,False,True,False,ref|NC_001142|,301628,303127,3,JMT50_CK,99.7911021944611,17
True,True,True,False,ref|NC_001145|,881382,882649,4,JMT50_CK,99.7911021944611,18
False,False,False,False,ref|NC_001136|,135175,136983,3,JMT51_CK,99.80764855529587,19
False,False,False,False,ref|NC_001144|,584635,585781,3,JMT51_CK,99.80764855529587,20
False,False,False,False,ref|NC_001135|,207053,207895,3,JMT52_CK,99.83246809654801,21
False,False,False,False,ref|NC_001136|,261715,268253,4,JMT52_CK,99.83246809654801,22
False,False,False,False,ref|NC_001140|,451597,456232,3,JMT52_CK,99.83246809654801,23
False,False,False,False,ref|NC_001141|,52737,55437,4,JMT52_CK,99.83246809654801,24
False,False,False,False,ref|NC_001145|,216378,220090,4,JMT52_CK,99.83246809654801,25
True,False,True,False,ref|NC_001147|,212133,217570,3,JMT52_CK,99.83246809654801,26
False,False,False,False,ref|NC_001134|,60410,71334,4,JMT53_CK,99.80558026019153,27
True,False,True,False,ref|NC_001139|,305854,306548,3,JMT53_CK,99.80558026019153,28
False,False,False,False,ref|NC_001147|,229094,232840,3,JMT53_CK,99.80558026019153,29
True,False,True,False,ref|NC_001147|,837063,839152,3,JMT53_CK,99.80558026019153,30
True,False,True,False,ref|NC_001136|,1051869,1062375,4,JMT54_CK,99.80558026019153,31
False,False,False,False,ref|NC_001137|,30478,34704,4,JMT54_CK,99.80558026019153,32
True,True,False,False,ref|NC_001137|,85582,86843,3,JMT54_CK,99.80558026019153,33
False,False,False,False,ref|NC_001142|,237446,241806,3,JMT54_CK,99.80558026019153,34
False,False,False,False,ref|NC_001145|,333979,336041,3,JMT54_CK,99.80558026019153,35
False,False,False,False,ref|NC_001135|,73947,76141,5,JMT55_CK,99.8097168504002,36
True,False,True,False,ref|NC_001142|,637914,638987,3,JMT55_CK,99.8097168504002,37
True,True,True,False,ref|NC_001134|,249378,269792,11,JMT56_CK,99.658731307783,38
True,False,True,False,ref|NC_001135|,208896,221575,5,JMT56_CK,99.658731307783,39
True,False,True,False,ref|NC_001136|,1270583,1271114,3,JMT56_CK,99.658731307783,40
False,False,False,False,ref|NC_001138|,152658,160630,4,JMT56_CK,99.658731307783,41
False,False,False,False,ref|NC_001139|,218223,222749,3,JMT56_CK,99.658731307783,42
True,False,True,False,ref|NC_001139|,611916,641502,6,JMT56_CK,99.658731307783,43
False,False,False,False,ref|NC_001139|,945490,950533,4,JMT56_CK,99.658731307783,44
False,False,False,False,ref|NC_001142|,76450,78412,4,JMT56_CK,99.658731307783,45
False,False,False,False,ref|NC_001148|,348668,351699,4,JMT56_CK,99.658731307783,46
True,True,False,True,ref|NC_001148|,646916,653800,4,JMT56_CK,99.658731307783,47
